Author	Article	Year	CiteAuthor	Citations
David FN	David FN. Tables of the ordinates and probability integral of the distribution of the correlation in small samples. London: Biometrika; 1938.	1938	Student	Student. Probable Error of a Correlation Coefficient. Biometrika. 1908;6(2-3):302-10.
